ENSG	GeneSymbol	log2FoldChange	padj
ENSG00000260339.1	HEXA-AS1	0.034	0.99721597945701
ENSG00000260352.1	CTD-2288F12.1	-0.358	
ENSG00000260360.1	RP11-533E19.5	-0.754	0.82043153854508
ENSG00000260361.1	CTD-2313J17.5	1.239	0.623248867217818
ENSG00000260367.2	RP11-264B17.4	0.572	0.735427915284586
ENSG00000260368.1	RP11-521I2.3	-0.799	0.814409416006141
ENSG00000260372.5	AQP4-AS1	-0.569	0.94862050693917
ENSG00000260388.2	LINC00562	0.604	
ENSG00000260400.1	RP11-119F7.5	0.008	0.999405775904437
ENSG00000260401.1	RP11-800A3.4	-0.024	0.998404603120157
ENSG00000260404.2	RP11-384K6.6	0.344	0.959647638065988
ENSG00000260418.1	RP3-406A7.7	1.72	0.452905447705432
ENSG00000260420.2	LA16c-444G7.2	-4.776	0.218551469034595
ENSG00000260423.1	RP13-735L24.1	2.651	0.313105171727207
ENSG00000260428.2	SCX	0.822	0.856827803106979
ENSG00000260442.4	ATP2A1-AS1	0.279	0.97271383629171
ENSG00000260456.5	C16orf95	-0.587	0.797225849094221
ENSG00000260459.2	FTLP14	-0.542	0.936826290128484
ENSG00000260461.1	RP11-541N10.3	-0.431	0.901372019363546
ENSG00000260464.1	RP4-561L24.3	0.573	0.875192549608896
ENSG00000260495.1	RP11-55K13.1	0.72	0.868032739088686
ENSG00000260517.2	RP11-426C22.5	-0.075	0.994617878470561
ENSG00000260526.1	RP11-73K9.2	0.2	0.968299470625089
ENSG00000260549.1	MT1L	-2.141	0.463911559562771
ENSG00000260552.1	RP11-49I11.1	-0.827	0.850391116879292
ENSG00000260563.3	RP13-516M14.1	-0.33	0.947574657906553
ENSG00000260565.5	CTD-2270P14.1	0.374	0.872959566908582
ENSG00000260572.1	RP11-16N11.2	-0.816	0.788498359604471
ENSG00000260578.1	CTD-2541J13.1	0.246	0.983670019420835
ENSG00000260588.1	RP11-930P14.2	-1.233	0.710565207630287
ENSG00000260589.1	STAM-AS1	-0.381	0.933836272216028
ENSG00000260604.2	RP1-140K8.5	0.196	0.988490803263847
ENSG00000260618.1	RP11-23N2.4	-0.321	0.961954957584103
ENSG00000260625.2	RP11-452L6.7	-0.209	
ENSG00000260630.5	SNAI3-AS1	-0.059	0.994084506036504
ENSG00000260643.1	RP11-303E16.8	0.903	
ENSG00000260647.1	RP1-178F10.1	-0.206	0.972972203685973
ENSG00000260669.2	AL136419.6	-0.039	0.994617878470561
ENSG00000260686.1	CTB-36H16.2	0.213	0.968096128867615
ENSG00000260698.1	RP11-439E19.9	-0.654	0.910121113111785
ENSG00000260704.1	LINC00543	-0.175	0.985578772171487
ENSG00000260708.1	CTA-29F11.1	0.954	0.657325662047449
ENSG00000260710.1	RP11-616M22.7	-0.548	0.95983908763956
ENSG00000260711.2	RP11-747H7.3	1.487	0.352977608985469
ENSG00000260729.1	RP11-106M3.2	0.368	0.961171527847687
ENSG00000260742.1	RP11-366L5.1	-0.036	0.99721597945701
ENSG00000260750.4	RP11-482M8.1	0.365	
ENSG00000260751.2	CTD-2196E14.6	0.475	0.852730492270781
ENSG00000260766.1	RP11-226L15.5	-0.104	0.985477385380089
ENSG00000260773.1	RP11-352G18.2	0.978	0.643690251438597
ENSG00000260774.1	CTD-2083E4.4	0.301	0.966226961427151
ENSG00000260778.3	RP11-304L19.13	-0.348	0.939117918134613
ENSG00000260792.1	RP11-982M15.8	-0.161	0.988467719666183
ENSG00000260793.2	RP5-882C2.2	-1.237	0.542223831602479
ENSG00000260804.3	PKI55	-0.034	0.99721597945701
ENSG00000260805.2	RP11-61J19.5	-0.934	0.698143825922801
ENSG00000260806.1	RP11-872J21.3	0.552	0.750513034441401
ENSG00000260807.5	RP11-161M6.2	1.308	0.821132007857234
ENSG00000260822.1	GS1-358P8.4	-0.26	0.972374169433838
ENSG00000260837.1	RP11-434B12.1	-0.365	0.930417890301598
ENSG00000260841.1		-0.678	0.811789098914401
ENSG00000260852.1	FBXL19-AS1	0.596	0.878524233321095
ENSG00000260853.1	RP11-264B17.2	1.009	0.627257611233297
ENSG00000260855.1	RP11-439E19.10	0.095	0.992134549879838
ENSG00000260872.1		0.624	0.89215736703257
ENSG00000260877.1	RP11-211G23.2	0.008	0.999421944799129
ENSG00000260884.1	AC009120.5	0.845	0.811666658929069
ENSG00000260899.1	RP11-2C24.4	-0.017	0.998117201067154
ENSG00000260910.1	LINC00565	-1.013	0.877170454458947
ENSG00000260911.2	RP11-196G11.2	-0.648	0.909749102909927
ENSG00000260912.1	RP11-363E7.4	0.045	0.996398803848778
ENSG00000260916.4	CCPG1	0.055	0.991023137179418
ENSG00000260917.1	RP11-57H14.4	0.609	0.751446840850439
ENSG00000260920.2	RP1-228H13.5	-0.212	0.968772337951579
ENSG00000260923.4	AC137934.1	0.085	0.994617878470561
ENSG00000260924.2	LINC01311	0.393	0.942802122185965
ENSG00000260936.1	FTO-IT1	-1.224	
ENSG00000260941.1	LINC00622	1.263	0.693478857003578
ENSG00000260942.1	CAPN10-AS1	0.819	0.712113206755887
ENSG00000260948.1	RP11-552M11.8	0.018	0.998117201067154
ENSG00000260963.1	RP11-297L17.2	1.347	0.814409416006141
ENSG00000260966.1	RP11-690D19.3	0.404	0.872025397458502
ENSG00000260977.1	RP11-333I13.1	-0.056	0.994617878470561
ENSG00000260992.1	DOCK9-AS2	-1.189	0.49364274141347
ENSG00000260996.1	RP13-122B23.8	-1.312	0.715195820771863
ENSG00000260997.1	RP4-647J21.1	-1.821	0.537022012282851
ENSG00000261008.5	LINC01572	1.783	0.420404365900257
ENSG00000261012.2	RP11-116D2.1	-0.703	0.965610207653724
ENSG00000261040.5	WFDC21P	0.762	0.935213031747674
ENSG00000261051.1	RP11-274H2.5	0.159	0.989649297811421
ENSG00000261054.1	RP11-6O2.4	-0.594	0.957660601254528
ENSG00000261061.1	RP11-303E16.2	-0.036	0.99721597945701
ENSG00000261067.5	RP11-264B17.3	0.644	0.814409416006141
ENSG00000261068.2	RP11-7K24.3	-0.752	0.889931013124848
ENSG00000261069.3	RP11-701H24.4	0.055	0.99721597945701
ENSG00000261087.1	KB-1460A1.5	-0.351	0.942014766032331
ENSG00000261089.1	RP11-435I10.3	1.216	0.819747015100539
ENSG00000261094.2	RP11-355O1.11	0.209	0.969255745538476
ENSG00000261098.1	RP11-819C21.1	-0.454	0.836819885045053
ENSG00000261105.4	LMO7-AS1	0.024	0.998117201067154
ENSG00000261114.1	RP11-325K4.2	-0.441	0.917739285478734
ENSG00000261115.4	TMEM178B	-1.379	0.766084571956179
ENSG00000261116.1	RP3-523K23.2	0.393	0.968299470625089
ENSG00000261118.1	RP11-104N10.1	-0.323	0.937049955638064
ENSG00000261123.1	RP11-304L19.3	1.637	0.690833553907076
ENSG00000261126.6	RP11-795F19.1	0.026	0.997410479572337
ENSG00000261136.1	RP11-37C7.3	0.331	0.95983908763956
ENSG00000261143.1	ADAMTS7P3	-1.289	
ENSG00000261147.1	RP11-697E2.6	0.027	
ENSG00000261150.2	EPPK1	-0.044	0.998093333621954
ENSG00000261159.1	RP11-723O4.9	-1.334	0.771397605142714
ENSG00000261167.1	RP11-517B11.7	0.939	0.400399266365291
ENSG00000261175.4	CTD-2015G9.2	0.23	0.991023137179418
ENSG00000261183.4	RP11-532F12.5	-0.022	0.998117201067154
ENSG00000261186.2	RP11-341N2.1	0.24	0.982615593597666
ENSG00000261187.1	RP11-1007O24.2	-0.244	0.969036069738233
ENSG00000261188.1	CTA-445C9.14	0.426	0.911727238357271
ENSG00000261189.1	RP3-512B11.3	-0.738	0.83365671169881
ENSG00000261207.1	LA16c-361A3.3	0.77	
ENSG00000261211.1	RP1-80N2.3	-0.152	0.984483347705939
ENSG00000261220.2	RP11-629O1.2	0.654	0.912181345493727
ENSG00000261221.3	ZNF865	-0.24	0.932644646009772
ENSG00000261229.4	RP11-38G5.4	-0.652	0.821280978410385
ENSG00000261235.1	RP11-510J16.5	0.227	0.982442185129749
ENSG00000261236.4	BOP1	0.395	0.862692772420096
ENSG00000261251.1	RP3-388M5.9	0.009	
ENSG00000261254.2	RP4-714D9.5	0.829	0.665542413134667
ENSG00000261269.1	RP11-389C8.2	-1.028	0.719358221611898
ENSG00000261270.1	RP11-325K4.3	-0.713	0.863748321024616
ENSG00000261286.1	RP11-517C16.2	0.146	0.987824373716955
ENSG00000261295.1	RP11-524D16__A.3	0.86	0.892513747631369
ENSG00000261305.1	RP4-584D14.7	-2.145	0.689865863728671
ENSG00000261308.1	FIGNL2	1.205	0.876327344828934
ENSG00000261324.2	RP11-174G6.5	0.77	0.812015159887963
ENSG00000261326.2	LINC01355	1.148	0.483033301456676
ENSG00000261327.4	RP11-863P13.3	-0.133	
ENSG00000261338.2	RP11-378A13.1	-0.523	0.828489039026873
ENSG00000261342.1	AC006538.1	-0.559	0.907054866253379
ENSG00000261351.2	CTD-3185P2.1	0.084	0.987824373716955
ENSG00000261360.1	CTD-2165H16.4	0.364	0.94862050693917
ENSG00000261366.1	MANEA-AS1	0.633	0.887513523611405
ENSG00000261371.4	PECAM1	-1.384	0.39510845225741
ENSG00000261373.1	VPS9D1-AS1	0.662	0.864412862038657
ENSG00000261390.4	MAFTRR	-0.034	0.998047724332366
ENSG00000261408.4	TEN1-CDK3	0.6	0.760105806704016
ENSG00000261423.1	RP11-1007O24.3	-0.068	0.990172517863484
ENSG00000261428.2	RP11-16P6.1	-0.049	0.99584517872062
ENSG00000261437.1	RP11-22C11.2	0.284	0.97271383629171
ENSG00000261438.1	RP11-399O19.9	0.089	0.989141375030525
ENSG00000261441.1	RP11-217B1.2	-0.564	
ENSG00000261455.1	LINC01003	-1.139	0.259994668034971
ENSG00000261460.1	RP11-106M3.3	0.406	0.903818275522034
ENSG00000261461.1	UBE2MP1	-0.715	0.807313929764071
ENSG00000261468.1	RP11-1024P17.1	-0.865	0.788498359604471
ENSG00000261469.1	RP11-96D1.6	-0.87	
ENSG00000261474.1	RP11-452L6.1	-0.366	0.935213031747674
ENSG00000261485.1	PAN3-AS1	-0.013	0.99838517881002
ENSG00000261488.1	RP11-757F18.5	0.219	0.979689701413654
ENSG00000261490.1	RP11-448G15.3	-0.659	0.892513747631369
ENSG00000261505.1	LA16c-358B7.3	0.785	0.668264064134118
ENSG00000261512.2	RP11-46D6.1	-0.678	0.712113206755887
ENSG00000261526.2	CTB-31O20.2	0.083	0.990183809505982
ENSG00000261533.2	RP11-15N24.4	1.017	0.710565207630287
ENSG00000261534.1	RP11-244O19.1	-1.495	0.346087581907175
ENSG00000261542.1	RP11-16E18.3	-0.139	0.979689701413654
ENSG00000261553.4	RP11-29G8.3	0.366	0.950996259927781
ENSG00000261556.7	SMG1P7	-0.312	0.952194143339349
ENSG00000261560.1	RP11-166B2.3	0.378	
ENSG00000261572.1	RP11-384L8.1	0.061	0.994857755447661
ENSG00000261578.1	RP11-21L23.2	0.348	0.9732115244944
ENSG00000261586.2	RP11-923I11.6	0.755	0.930688958821927
ENSG00000261594.3	TPBGL	-1.602	0.596361840990957
ENSG00000261596.2	CTB-31N19.3	0.089	
ENSG00000261604.1	CTD-2636A23.2	0.125	0.988467719666183
ENSG00000261609.3	GAN	1.428	0.103969003626966
ENSG00000261613.2	RP11-20I23.13	-1.128	0.90622685812824
ENSG00000261616.1	RP11-6O2.3	0.76	0.911538284112502
ENSG00000261617.1	RP11-243A14.1	-3.583	0.156255570088603
ENSG00000261618.1	RP11-79H23.3	-0.835	0.876327344828934
ENSG00000261625.1	RP11-554A11.4	2.592	0.561138489124953
ENSG00000261634.3	RP11-352D13.6	0.49	0.965125645824021
ENSG00000261643.1	RP11-529E10.6	-0.031	0.99721597945701
ENSG00000261652.2	C15orf65	-0.021	0.998117201067154
ENSG00000261654.1	RP11-96K19.4	-0.066	0.99584517872062
ENSG00000261655.1	CTD-3064M3.3	-0.678	0.906318731153268
ENSG00000261659.2	LA16c-313D11.12	0.994	0.551282173531276
ENSG00000261662.1	RP5-1042I8.7	-1.078	0.459795334317179
ENSG00000261663.1	RP11-304L19.11	0.379	0.907789312768187
ENSG00000261664.4	TTC39A-AS1	-2.763	0.304889845599456
ENSG00000261685.2	RP11-401P9.4	4.263	0.0058796750281914
ENSG00000261693.1	RP13-467H17.1	-2.839	0.126545269931474
ENSG00000261701.5	HPR	-4.699	0.430844112031549
ENSG00000261707.1	RP11-264M12.2	0.135	0.986148561584461
ENSG00000261713.5	SSTR5-AS1	-0.34	0.987824373716955
ENSG00000261716.1	RP11-196G18.22	0.074	0.991352641036274
ENSG00000261732.1	LA16c-431H6.6	1.052	
ENSG00000261737.1	RP4-612B15.3	-0.339	0.959860533173091
ENSG00000261740.4	RP11-345J4.5	0.072	0.9880343453621
ENSG00000261762.1	RP11-650L12.2	0.294	0.977181771104685
ENSG00000261766.1	RP11-22P6.2	0.766	
ENSG00000261770.1	CTC-459F4.1	-0.427	0.936685324118637
ENSG00000261777.4	RP11-529K1.2	0.665	0.831618945790155
ENSG00000261783.1	RP11-252K23.2	-0.531	0.913060344719605
ENSG00000261786.1	RP4-555D20.2	-1.103	0.928004056208389
ENSG00000261798.1	RP1-118J21.25	-0.786	0.903883827561798
ENSG00000261799.1	RP11-283I3.6	0.201	0.949322889205756
ENSG00000261801.4	LOXL1-AS1	0.851	0.715732572337789
ENSG00000261819.1	RP11-680G24.4	-0.701	0.884252634254685
ENSG00000261824.5	LINC00662	-0.128	0.966757515376588
ENSG00000261829.1	RP11-223I10.1	-1.844	0.719527727898159
ENSG00000261840.2	RP11-146F11.1	-0.19	0.972815162549262
ENSG00000261879.4	RP11-333E1.1	0.434	0.926352277217586
ENSG00000261884.2	CTC-479C5.12	-0.115	0.989133507579804
ENSG00000261888.1	AC144831.1	-1.794	0.3115284713199
ENSG00000261889.1	RP11-473M20.16	0.005	0.999405775904437
ENSG00000261934.2	PCDHGA9	-0.794	0.917493413278479
ENSG00000261971.5	MMP25-AS1	-0.335	0.932982672233643
ENSG00000262001.1	DLGAP1-AS2	1.301	0.495162948751752
ENSG00000262049.1	RP13-1032I1.7	0.144	0.979689701413654
ENSG00000262050.1	RP11-74E22.3	-0.533	0.906621155343987
ENSG00000262061.4	RP11-1260E13.4	-0.881	0.892766380708324
ENSG00000262089.1	RP11-589P10.5	-0.47	0.918148898986345
ENSG00000262152.5	LA16c-380H5.1	-0.005	0.999421944799129
ENSG00000262155.1	RP11-266L9.5	0.252	0.977181771104685
ENSG00000262180.1	OCLM	1.127	
ENSG00000262188.1	RP11-353N14.4	0.498	0.947984914596734
ENSG00000262209.2	PCDHGB3	-0.176	0.989347467575462
ENSG00000262222.1	RP11-876N24.4	-0.882	0.812015159887963
ENSG00000262223.5	RP11-1055B8.3	-0.142	
ENSG00000262227.1	RP5-1050D4.5	1.175	0.480131358102465
ENSG00000262228.2	RP11-676J12.4	0.44	0.912181345493727
ENSG00000262246.4	CORO7	-0.156	0.97815611924855
ENSG00000262251.1	RP11-199F11.2	1.753	0.237115321945575
ENSG00000262294.1	RP11-1260E13.2	-0.287	0.972374169433838
ENSG00000262304.1	RP11-235E17.2	0.479	0.919377173941838
ENSG00000262333.1	HNRNPA1P16	0.772	0.750513034441401
ENSG00000262362.1	LA16c-380H5.2	-0.16	0.988467719666183
ENSG00000262370.4	RP11-473M20.9	-1.053	0.766966672854763
ENSG00000262372.1	RP11-669E14.6	0.899	
ENSG00000262406.2	MMP12	-1.051	0.91518564303622
ENSG00000262410.1	RP11-388C12.8	1.011	0.663335146901874
ENSG00000262420.3	RP11-490O6.2	-0.319	
ENSG00000262445.3	CTD-2545H1.2	-0.958	0.902839151408414
ENSG00000262454.1	MIR193BHG	0.553	0.92254095500276
ENSG00000262468.4	LINC01569	0.005	0.999405775904437
ENSG00000262484.1	CCER2	-1.151	0.848907079907702
ENSG00000262558.1	RP11-1260E13.3	0.133	0.987824373716955
ENSG00000262576.2	PCDHGA4	-0.986	0.904685817002572
ENSG00000262580.4	RP11-334C17.5	-0.079	0.991023137179418
ENSG00000262583.1	RP11-77K12.5	-0.125	
ENSG00000262585.1	RP11-353N14.5	-0.907	0.873170917987285
ENSG00000262587.2	RP11-266L9.4	-0.201	0.974311277274723
ENSG00000262655.3	SPON1	2.233	0.440484552451973
ENSG00000262686.1	GLIS2-AS1	-0.918	0.900455397168285
ENSG00000262691.1	CTC-277H1.7	-0.142	0.986148561584461
ENSG00000262692.1	CTD-3195I5.3	1.124	0.659244756679211
ENSG00000262712.1	RP11-295D4.1	0.412	0.912324171937227
ENSG00000262766.1	RP11-196G11.4	-0.148	0.986263367826178
ENSG00000262769.1	RP11-1113L8.1	-1.764	0.779243332890543
ENSG00000262772.1	RP11-353N14.2	0.528	0.955892858144607
ENSG00000262801.4	U91319.1	-5.368	0.136654897286122
ENSG00000262814.5	MRPL12	0.003	0.999421944799129
ENSG00000262823.1	RP13-580F15.2	-0.434	0.9594633950434
ENSG00000262877.4	RP11-1055B8.4	0.583	0.901372019363546
ENSG00000262879.4	RP11-156P1.3	-0.316	0.918148898986345
ENSG00000262902.1	MTCO1P40	-1.513	0.680980676906456
ENSG00000262903.1	RP11-235E17.6	0.85	0.744903123684572
ENSG00000262919.6	FAM58A	-0.095	0.984483347705939
ENSG00000262943.6	ALOX12P2	2.037	0.404049562263944
ENSG00000262979.1	CTD-2047H16.2	0.045	0.99721597945701
ENSG00000263001.4	GTF2I	0.012	0.998591466615811
ENSG00000263002.6	ZNF234	-0.129	0.979689701413654
ENSG00000263004.1	RP11-166P13.3	-0.396	0.917493413278479
ENSG00000263006.5	ROCK1P1	-0.276	0.972374169433838
ENSG00000263013.1	RP11-876N24.5	0.008	0.999405775904437
ENSG00000263033.2	RP11-396B14.2	-0.978	0.873170917987285
ENSG00000263050.1	RP11-667K14.3	-0.452	0.864688451948624
ENSG00000263064.2		0.255	0.959860533173091
ENSG00000263069.4	CTD-2047H16.4	0.729	0.807313929764071
ENSG00000263072.4	ZNF213-AS1	-0.169	0.972972203685973
ENSG00000263082.1	CTD-2034I21.2	0.624	0.967982758850391
ENSG00000263089.1	RP11-166P13.4	0.536	
ENSG00000263096.1	RP11-515O17.2	-1.506	0.827194327661428
ENSG00000263126.1	CTC-479C5.10	0.328	0.944545136989123
ENSG00000263142.4	LRRC37A17P	0.04	0.99618996694038
ENSG00000263155.4	MYZAP	-1.618	0.678365997377289
ENSG00000263164.1	RP11-333E1.2	-0.404	
ENSG00000263214.1		-0.935	0.604927558407237
ENSG00000263235.1	RP11-461A8.4	0.144	0.988467719666183
ENSG00000263264.1	CTB-133G6.1	-0.318	0.9732115244944
ENSG00000263266.2	RPS7P1	0.068	0.989728733436236
ENSG00000263272.1	CTC-524C5.2	0.971	0.702338735504699
ENSG00000263276.1	RP11-96D1.10	0.291	0.953119076887167
ENSG00000263280.1	LA16c-325D7.2	-1.153	0.730304625146907
ENSG00000263316.1	RP11-530N7.3	1.218	0.8166327351501
ENSG00000263325.1	LA16c-325D7.1	1.157	0.797545825608027
ENSG00000263327.5	TAPT1-AS1	-0.13	0.980602453274736
ENSG00000263335.1	AF001548.5	-0.689	0.868929102036698
ENSG00000263345.1	RP1-59D14.5	0.954	0.614232739258391
ENSG00000263400.5	TMEM220-AS1	-1.222	0.792947202027655
ENSG00000263412.1	RP5-890E16.2	0.46	0.912181345493727
ENSG00000263422.1	AC005702.1	0.618	
ENSG00000263432.2	RN7SL689P	-0.449	0.90622685812824
ENSG00000263465.3	SRSF8	-0.207	0.906621155343987
ENSG00000263470.1	RP11-160O5.1	-0.583	0.913689709195672
ENSG00000263528.6	IKBKE	-0.375	0.935213031747674
ENSG00000263563.4	UBBP4	0.071	0.986148561584461
ENSG00000263588.1	RP11-595B24.2	-0.141	0.991023137179418
ENSG00000263597.1	MIR3936	-0.319	0.952176944045438
ENSG00000263724.1	DLGAP1-AS3	-0.019	0.999405775904437
ENSG00000263731.1	RP11-498C9.15	1.731	0.11773067978869
ENSG00000263753.5	LINC00667	-0.294	0.899743949797366
ENSG00000263766.4	RP11-580I16.2	0.165	0.977065385518102
ENSG00000263818.4	CTD-2206N4.4	-0.216	
ENSG00000263823.1	RP11-326K13.4	0.043	0.99361018743262
ENSG00000263826.1	RP11-573D15.9	0.102	0.987824373716955
ENSG00000263843.1	RP11-649A18.12	0.159	0.976044503777382
ENSG00000263847.1	RP11-143J12.3	0.726	0.892766380708324
ENSG00000263874.1	LINC00672	-0.895	0.812855116276241
ENSG00000263893.2	CTD-3010D24.3	-1.414	0.847001705567388
ENSG00000263956.4	NBPF11	0.196	0.972374169433838
ENSG00000263961.5	C1orf186	-6.609	0.0313949216387575
ENSG00000263990.1	CTC-542B22.2	0.732	0.824481586446478
ENSG00000264016.2	CTC-297N7.9	-0.957	0.863594641749752
ENSG00000264057.1	RP11-583F2.1	0.649	0.877170454458947
ENSG00000264070.1	DND1P1	-0.342	0.971812272783045
ENSG00000264107.1	RP11-848P1.5	0.012	
ENSG00000264112.1	RP11-159D12.2	0.583	0.850698582985472
ENSG00000264148.1	RP11-848P1.7	-0.732	0.877170454458947
ENSG00000264175.1	MIR3189	1.02	0.901372019363546
ENSG00000264176.1	MAGOH2P	0.222	0.979167537425163
ENSG00000264188.1	RP11-13N13.5	0.014	0.998823681947753
ENSG00000264219.1	MIR4442	-0.091	0.994191120678267
ENSG00000264230.6	ANXA8L1	-2.517	0.496918526714674
ENSG00000264235.4	RP13-270P17.1	-0.543	0.900935288142214
ENSG00000264247.1	LINC00909	-0.492	0.843084672978377
ENSG00000264269.1	RP11-15F12.1	-0.456	0.917954812924334
ENSG00000264278.1	RP11-162A12.2	-1.789	0.0375126130110018
ENSG00000264281.3	CTD-2031P19.4	-0.095	0.987824373716955
ENSG00000264290.1	RP11-68I3.4	1.115	
ENSG00000264343.4	NOTCH2NL	-0.311	0.952242497820828
ENSG00000264350.1	SNRPGP2	0.786	0.548986088743877
ENSG00000264364.2	DYNLL2	0.052	0.987824373716955
ENSG00000264425.1	MIR4653	0.852	0.85013498923442
ENSG00000264456.1	RP11-848P1.2	0.74	0.750474272435526
ENSG00000264522.4	OTUD7B	-0.192	0.968299470625089
ENSG00000264538.5	SUZ12P1	0.493	0.843132228839961
ENSG00000264548.1	RP13-516M14.2	-0.3	0.971179311832648
ENSG00000264575.1	LINC00526	0.097	0.987687816788215
ENSG00000264577.1	AC010761.8	0.66	0.81218425310306
ENSG00000264608.1	RP11-192H23.8	0.737	0.848907079907702
ENSG00000264644.1	KRT18P8	0.18	0.989205689651205
ENSG00000264672.4	SEPT4-AS1	-0.1	
ENSG00000264772.4	RP11-186B7.4	0.765	0.678365997377289
ENSG00000264859.4	DSG2-AS1	0.428	0.959647638065988
ENSG00000264885.1	RP11-815I9.4	0.815	0.831066515846134
ENSG00000264918.1	AC005229.1	0.134	0.980991834636687
ENSG00000264920.1	RP11-6N17.4	-0.162	0.975183016318045
ENSG00000264943.1	SH3GL1P2	0.787	
ENSG00000265018.5	AGAP12P	-1.527	0.711830466246187
ENSG00000265096.1	C1QTNF1-AS1	-1.135	0.895578354893832
ENSG00000265107.2	GJA5	0.046	0.99721597945701
ENSG00000265148.4	BZRAP1-AS1	1.099	0.805745610129804
ENSG00000265190.5	ANXA8	-3.783	0.315766030462204
ENSG00000265194.1	RP11-70L8.4	1.295	0.711830466246187
ENSG00000265206.3	RP5-1171I10.5	-1.183	0.816113088594331
ENSG00000265241.5	RBM8A	-0.021	0.995762632741096
ENSG00000265254.1	CTD-2350C19.2	-1.013	0.869550673668529
ENSG00000265298.1	RP13-104F24.3	0.142	0.978645864311012
ENSG00000265354.3	TIMM23	-0.457	0.785214492931509
ENSG00000265366.5	GLUD1P7	-0.646	0.883958240996955
ENSG00000265393.1	CTD-2517M22.17	0.039	
ENSG00000265399.1	RP13-270P17.2	-1.233	0.624658115712846
ENSG00000265413.1	RP11-789C17.1	-0.009	0.999405775904437
ENSG00000265415.1	CTD-2510F5.4	0.488	0.926513763844506
ENSG00000265452.1	MIR3682	0.206	0.978771429296205
ENSG00000265458.1	RP13-20L14.6	-0.115	0.986148561584461
ENSG00000265478.2	CTD-2145A24.5	0.591	0.887513523611405
ENSG00000265479.4	DTX2P1-UPK3BP1-PMS2P11	0.557	0.808112221238609
ENSG00000265491.4	RNF115	-0.273	0.906621155343987
ENSG00000265511.1	RP11-524F11.1	0.995	0.646462223585826
ENSG00000265519.1	CTD-3157E16.1	1.61	0.66554688734172
ENSG00000265660.1	MIR4664	-0.326	0.973784018840748
ENSG00000265666.1	RARA-AS1	-0.878	0.571298999967817
ENSG00000265678.1	RP11-1376P16.2	0.976	0.543275562486269
ENSG00000265681.5	RPL17	0.213	0.950746703616111
ENSG00000265683.1	RP11-173M1.5	0.586	0.885022407507379
ENSG00000265688.1	MAFG-AS1	0.835	0.737295896655769
ENSG00000265743.1	RP11-848P1.3	-0.91	0.69219699708195
ENSG00000265749.4	RP11-849F2.5	0.384	0.916798727010074
ENSG00000265750.1	RP11-799B12.4	2.506	0.0094534894927162
ENSG00000265763.3	ZNF488	-0.098	0.994681665581023
ENSG00000265778.2	RP11-17M16.2	-1.152	0.665349292255728
ENSG00000265787.1	CYP4F35P	0.058	0.99721597945701
ENSG00000265791.1	CTD-2349P21.10	1.416	0.440484552451973
ENSG00000265808.3	SEC22B	-0.334	0.863124038065261
ENSG00000265912.1	RP11-583F2.2	-0.047	
ENSG00000265917.1	MIR3685	-0.123	0.987824373716955
ENSG00000265943.1	RP11-739L10.1	-0.397	0.947984914596734
ENSG00000265962.1	GACAT2	-1.684	0.83365671169881
ENSG00000265972.4	TXNIP	-0.332	0.972815162549262
ENSG00000265982.1	RP11-927P21.4	0.342	0.938491933044678
ENSG00000266010.1	GATA6-AS1	-1.51	0.751086828055091
ENSG00000266028.6	SRGAP2	-0.252	0.964183312192223
ENSG00000266032.1	AL357515.1	-0.412	
ENSG00000266036.1	RP11-452I5.2	-0.854	0.801324765091987
ENSG00000266053.2	NDUFV2-AS1	-0.185	0.95983908763956
ENSG00000266066.1	POLRMTP1	1.016	0.890017677535995
ENSG00000266074.7	BAHCC1	-0.018	0.998117201067154
ENSG00000266088.4	RP5-1028K7.2	0.877	0.890486091352215
ENSG00000266094.5	RASSF5	-2.872	0.0707493640854672
ENSG00000266173.4	STRADA	0.152	0.965125645824021
ENSG00000266208.1	CTD-2267D19.3	0.269	0.92522561129692
ENSG00000266217.2	CTSLP2	-2.79	0.415573284233901
ENSG00000266236.1	NARF-IT1	1.767	0.186268781076913
ENSG00000266258.1	RP11-41O4.1	-1.343	0.747449758012951
ENSG00000266283.1	RP11-627G18.1	-0.554	0.939437644695634
ENSG00000266338.5	NBPF15	0.424	0.944188078141109
ENSG00000266402.3	SNHG25	0.143	0.987145042483264
ENSG00000266405.3	CBX3P2	-0.576	0.886096230140654
